name,bus,site,technology,expand_capacity,c0_USD,c1_USDperMWh,c2_USDperMWh2,cap_existing_power_MW,cap_max_power_MW,cost_fixed_power_USDperkW,cost_variable_USDperMWh
cats_238,1898,no_capacity_factor,import nw,FALSE,0,31.4,0,200,200,0,31.4
cats_239,2734,no_capacity_factor,import nw,FALSE,0,31.4,0,200,200,0,31.4
cats_240,2740,no_capacity_factor,import nw,FALSE,0,31.4,0,200,200,0,31.4
cats_241,2756,no_capacity_factor,import nw,FALSE,0,31.4,0,200,200,0,31.4
cats_242,2758,no_capacity_factor,import nw,FALSE,0,31.4,0,200,200,0,31.4
cats_243,2760,no_capacity_factor,import nw,FALSE,0,31.4,0,200,200,0,31.4
cats_244,6690,no_capacity_factor,import nw,FALSE,0,31.4,0,200,200,0,31.4
cats_245,8191,no_capacity_factor,import nw,FALSE,0,31.4,0,200,200,0,31.4
cats_246,2261,no_capacity_factor,import sw,FALSE,0,31.4,0,200,200,0,31.4
cats_247,2733,no_capacity_factor,import sw,FALSE,0,31.4,0,200,200,0,31.4
cats_248,2776,no_capacity_factor,import sw,FALSE,0,31.4,0,200,200,0,31.4
cats_249,4707,no_capacity_factor,import sw,FALSE,0,31.4,0,200,200,0,31.4
cats_250,4715,no_capacity_factor,import sw,FALSE,0,31.4,0,200,200,0,31.4
cats_251,4787,no_capacity_factor,import sw,FALSE,0,31.4,0,200,200,0,31.4
cats_252,6676,no_capacity_factor,import sw,FALSE,0,31.4,0,200,200,0,31.4
cats_253,6761,no_capacity_factor,import sw,FALSE,0,31.4,0,200,200,0,31.4
cats_254,6774,no_capacity_factor,import sw,FALSE,0,31.4,0,200,200,0,31.4
cats_255,6775,no_capacity_factor,import sw,FALSE,0,31.4,0,200,200,0,31.4
cats_256,6780,no_capacity_factor,import sw,FALSE,0,31.4,0,200,200,0,31.4
cats_257,6996,no_capacity_factor,import sw,FALSE,0,31.4,0,200,200,0,31.4
cats_258,7562,no_capacity_factor,import sw,FALSE,0,31.4,0,200,200,0,31.4
cats_259,7583,no_capacity_factor,import sw,FALSE,0,31.4,0,200,200,0,31.4
cats_260,7604,no_capacity_factor,import sw,FALSE,0,31.4,0,200,200,0,31.4
cats_261,8031,no_capacity_factor,import sw,FALSE,0,31.4,0,200,200,0,31.4
cats_262,8179,no_capacity_factor,import sw,FALSE,0,31.4,0,200,200,0,31.4
cats_263,1057,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,5.4,5.4,0,5.24664
cats_264,1086,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,6.4,6.4,0,5.24664
cats_265,1199,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,11.4,11.4,0,5.24664
cats_266,1213,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,1.4,1.4,0,5.24664
cats_267,1264,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,4,4,0,5.24664
cats_268,1269,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,1.6,1.6,0,5.24664
cats_269,1333,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,8,8,0,5.24664
cats_270,1336,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,3.2,3.2,0,5.24664
cats_271,1336,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,3.2,3.2,0,5.24664
cats_272,1600,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,3,3,0,5.24664
cats_273,1607,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,4.4,4.4,0,5.24664
cats_274,1822,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,3,3,0,5.24664
cats_275,1832,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,1.1,1.1,0,5.24664
cats_276,1884,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,3.5,3.5,0,5.24664
cats_277,1904,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,1.6,1.6,0,5.24664
cats_278,1942,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,1.1,1.1,0,5.24664
cats_279,2212,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,9.2,9.2,0,5.24664
cats_280,46,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,2.3,2.3,0,5.24664
cats_281,461,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,9.2,9.2,0,5.24664
cats_282,465,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,6.8,6.8,0,5.24664
cats_283,468,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,2.2,2.2,0,5.24664
cats_284,582,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,4,4,0,5.24664
cats_285,638,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,1.4,1.4,0,5.24664
cats_286,692,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,23.8,23.8,0,5.24664
cats_287,698,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,35.7,35.7,0,5.24664
cats_288,761,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,4.8,4.8,0,5.24664
cats_289,7649,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,3,3,0,5.24664
cats_290,7850,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,4.4,4.4,0,5.24664
cats_291,8018,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,3,3,0,5.24664
cats_292,8148,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,3.8,3.8,0,5.24664
cats_293,8196,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,5.1,5.1,0,5.24664
cats_294,8830,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,4.4,4.4,0,5.24664
cats_295,8832,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,23,23,0,5.24664
cats_296,8843,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,1.5,1.5,0,5.24664
cats_297,910,no_capacity_factor,landfill gas,FALSE,173.53,58.907,0.25325,9,9,0,5.24664
cats_298,1384,no_capacity_factor,municipal solid waste,FALSE,173.53,58.907,0.25325,24,24,0,5.24664
cats_299,388,no_capacity_factor,municipal solid waste,FALSE,173.53,58.907,0.25325,35.6,35.6,0,5.24664
cats_300,1118,no_capacity_factor,natural gas fired combined cycle,FALSE,1547.8861,15.236961,0.016096182,14.3,14.3,0,122.638285
cats_301,1239,no_capacity_factor,natural gas fired combined cycle,FALSE,985.970697,9.4610491,0.023999937,154,154,0,81.875185
cats_302,1389,no_capacity_factor,natural gas fired combined cycle,FALSE,800.556711,13.918461,0.027579692,636,636,0,76.42201
cats_303,1455,no_capacity_factor,natural gas fired combined cycle,FALSE,247.166078,8.51894613,0.169468784,31.1,31.1,0,89.011195
cats_304,1499,no_capacity_factor,natural gas fired combined cycle,FALSE,273.739392,16.3717118,0.09454125,109.3,109.3,0,89.6754131
cats_305,1519,no_capacity_factor,natural gas fired combined cycle,FALSE,572.947107,8.86336251,0.095998499,51.4,51.4,0,88.448605
cats_306,1533,no_capacity_factor,natural gas fired combined cycle,FALSE,365.028494,9.17539209,0.057836312,32,32,0,89.6754131
cats_307,1589,no_capacity_factor,natural gas fired combined cycle,FALSE,2323.40845,12.4652175,0.028192924,678.3,678.3,0,74.33944
cats_308,1592,no_capacity_factor,natural gas fired combined cycle,FALSE,460.953869,7.95071277,0.12511162,80,80,0,89.6754131
cats_309,1595,no_capacity_factor,natural gas fired combined cycle,FALSE,1512.3587,10.9562175,0.027419538,619.7,619.7,0,73.268545
cats_310,1599,no_capacity_factor,natural gas fired combined cycle,FALSE,1110.30224,9.34812416,0.014862244,155.6,155.6,0,155.505385
cats_311,1653,no_capacity_factor,natural gas fired combined cycle,FALSE,222.512216,8.40984319,0.195165562,36.2,36.2,0,103.964245
cats_312,1660,no_capacity_factor,natural gas fired combined cycle,FALSE,1565.83201,9.79517349,0.025323319,133.2,133.2,0,86.839795
cats_313,1671,no_capacity_factor,natural gas fired combined cycle,FALSE,2499.46439,12.5488628,0.027655331,623,623,0,72.409855
cats_314,1693,no_capacity_factor,natural gas fired combined cycle,FALSE,230.144388,16.3717119,0.11955343,120.5,120.5,0,135.92824
cats_315,1694,no_capacity_factor,natural gas fired combined cycle,FALSE,2412.81753,12.5075294,0.027768316,387.6,387.6,0,89.6754131
cats_316,1699,no_capacity_factor,natural gas fired combined cycle,FALSE,772.625301,8.94241382,0.087384278,180.1,180.1,0,115.295005
cats_317,1775,no_capacity_factor,natural gas fired combined cycle,FALSE,968.448887,9.40230679,0.047207877,149.4,149.4,0,89.889625
cats_318,1778,no_capacity_factor,natural gas fired combined cycle,FALSE,878.874372,13.4742144,0.022715841,556.8,556.8,0,70.92442
cats_319,1787,no_capacity_factor,natural gas fired combined cycle,FALSE,708.274969,13.5748531,0.028668281,288.9,288.9,0,73.04647
cats_320,1797,no_capacity_factor,natural gas fired combined cycle,FALSE,2334.13617,9.86947683,0.009868153,336.1,336.1,0,85.65046
cats_321,1801,no_capacity_factor,natural gas fired combined cycle,FALSE,438.904604,16.3717118,0.061066146,98.2,98.2,0,89.96365
cats_322,1806,no_capacity_factor,natural gas fired combined cycle,FALSE,1214.01557,9.36133114,0.05419084,300.6,300.6,0,79.36327
cats_323,1820,no_capacity_factor,natural gas fired combined cycle,FALSE,2297.80403,12.4436279,0.027652759,635,635,0,75.57319
cats_324,1821,no_capacity_factor,natural gas fired combined cycle,FALSE,1683.4498,9.8240635,0.007277085,130,130,0,90.79273
cats_325,1834,no_capacity_factor,natural gas fired combined cycle,FALSE,1941.15289,9.89195883,0.016403498,852,852,0,74.87242
cats_326,1847,no_capacity_factor,natural gas fired combined cycle,FALSE,240.823874,8.45575669,0.191234446,30.8,30.8,0,90.087025
cats_327,1879,no_capacity_factor,natural gas fired combined cycle,FALSE,401.19412,16.3717118,0.067573963,33,33,0,89.6754131
cats_328,1937,no_capacity_factor,natural gas fired combined cycle,FALSE,1006.75797,13.5099476,0.019216809,685.2,685.2,0,89.6754131
cats_329,2022,no_capacity_factor,natural gas fired combined cycle,FALSE,563.76042,8.56486783,0.102797947,49,49,0,88.971715
cats_330,2107,no_capacity_factor,natural gas fired combined cycle,FALSE,1269.56348,10.0233692,0.030706901,712.4,712.4,0,73.26361
cats_331,2117,no_capacity_factor,natural gas fired combined cycle,FALSE,572.658144,13.3147797,0.007556471,247.4,247.4,0,91.379995
cats_332,2121,no_capacity_factor,natural gas fired combined cycle,FALSE,878.874372,13.4742144,0.022715841,943.5,943.5,0,74.46775
cats_333,2136,no_capacity_factor,natural gas fired combined cycle,FALSE,167.188707,7.93857786,0.229011049,28.5,28.5,0,120.989995
cats_334,220,no_capacity_factor,natural gas fired combined cycle,FALSE,2334.13617,9.86947683,0.009868153,779,779,0,71.669605
cats_335,2223,no_capacity_factor,natural gas fired combined cycle,FALSE,878.874372,13.4742144,0.022715841,165,165,0,80.80429
cats_336,2300,no_capacity_factor,natural gas fired combined cycle,FALSE,874.243191,13.471932,0.023001417,306.1,306.1,0,88.685485
cats_337,2324,no_capacity_factor,natural gas fired combined cycle,FALSE,1547.8861,15.236961,0.016096182,13.4,13.4,0,89.6754131
cats_338,2384,no_capacity_factor,natural gas fired combined cycle,FALSE,966.27283,9.22003628,0.051003293,61.5,61.5,0,85.448125
cats_339,2401,no_capacity_factor,natural gas fired combined cycle,FALSE,1415.75836,10.4367429,0.030006828,629.9,629.9,0,82.793095
cats_340,2401,no_capacity_factor,natural gas fired combined cycle,FALSE,878.874372,13.4742144,0.022715841,678,678,0,89.6754131
cats_341,282,no_capacity_factor,natural gas fired combined cycle,FALSE,749.289673,13.8353416,0.000678007,1156,1156,0,73.75711
cats_342,346,no_capacity_factor,natural gas fired combined cycle,FALSE,1399.03018,8.49648297,0.045648313,245.6,245.6,0,89.6754131
cats_343,363,no_capacity_factor,natural gas fired combined cycle,FALSE,340.343109,7.67744915,0.091411024,405,405,0,119.845075
cats_344,384,no_capacity_factor,natural gas fired combined cycle,FALSE,907.718723,8.16964701,0.070011402,107.4,107.4,0,89.6754131
cats_345,426,no_capacity_factor,natural gas fired combined cycle,FALSE,848.043789,15.9947772,0.032401462,87,87,0,116.67187
cats_346,426,no_capacity_factor,natural gas fired combined cycle,FALSE,878.874372,13.4742144,0.022715841,13,13,0,89.6754131
cats_347,519,no_capacity_factor,natural gas fired combined cycle,FALSE,479.744314,16.3717118,0.052303032,43,43,0,89.6754131
cats_348,552,no_capacity_factor,natural gas fired combined cycle,FALSE,476.575454,8.15261569,0.112432947,130,130,0,130.91428
cats_349,7751,no_capacity_factor,natural gas fired combined cycle,FALSE,411.887105,16.3717118,0.066698734,276.7,276.7,0,98.328475
cats_350,7773,no_capacity_factor,natural gas fired combined cycle,FALSE,874.243191,13.471932,0.023001417,335.8,335.8,0,100.243255
cats_351,7808,no_capacity_factor,natural gas fired combined cycle,FALSE,2635.89483,9.85465117,0.007460776,1036.8,1036.8,0,73.771915
cats_352,7823,no_capacity_factor,natural gas fired combined cycle,FALSE,1512.3587,10.9562175,0.027419538,655,655,0,73.910095
cats_353,7882,no_capacity_factor,natural gas fired combined cycle,FALSE,2124.26732,9.82406357,0.005912852,173.9,173.9,0,83.967625
cats_354,7971,no_capacity_factor,natural gas fired combined cycle,FALSE,878.874372,13.4742144,0.022715841,1398,1398,0,75.775525
cats_355,8003,no_capacity_factor,natural gas fired combined cycle,FALSE,878.874372,13.4742144,0.022715841,688.5,688.5,0,89.6754131
cats_356,8018,no_capacity_factor,natural gas fired combined cycle,FALSE,1481.47126,10.4426725,0.029857916,630,630,0,74.581255
cats_357,8094,no_capacity_factor,natural gas fired combined cycle,FALSE,2412.81753,12.5075294,0.027768316,537.4,537.4,0,87.204985
cats_358,8185,no_capacity_factor,natural gas fired combined cycle,FALSE,1377.47488,10.3999001,0.030319165,591,591,0,74.50723
cats_359,8343,no_capacity_factor,natural gas fired combined cycle,FALSE,878.874372,13.4742144,0.022715841,699.2,699.2,0,89.6754131
cats_360,8576,no_capacity_factor,natural gas fired combined cycle,FALSE,878.874372,13.4742144,0.022715841,113.5,113.5,0,89.6754131
cats_361,8752,no_capacity_factor,natural gas fired combined cycle,FALSE,2421.88088,9.85547484,0.008057377,559,559,0,71.67454
cats_362,957,no_capacity_factor,natural gas fired combined cycle,FALSE,878.874372,13.4742144,0.022715841,71.5,71.5,0,97.825105
cats_363,1016,no_capacity_factor,natural gas fired combustion turbine,FALSE,135.454897,17.2716389,0.151710181,33,33,0,140.56993
cats_364,1050,no_capacity_factor,natural gas fired combustion turbine,FALSE,300.533608,14.2689682,0.063590107,60.5,60.5,0,114.83884
cats_365,1056,no_capacity_factor,natural gas fired combustion turbine,FALSE,428.748492,15.1584724,0.035004509,659,659,0,127.6073894
cats_366,1087,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,4.6,4.6,0,109.33138
cats_367,1098,no_capacity_factor,natural gas fired combustion turbine,FALSE,297.332701,14.4848701,0.060402558,118,118,0,113.75314
cats_368,1123,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,5.3,5.3,0,144.78442
cats_369,1222,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,58,58,0,146.8966
cats_370,1251,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,6,6,0,157.126855
cats_371,1268,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,4.4,4.4,0,127.339195
cats_372,1326,no_capacity_factor,natural gas fired combustion turbine,FALSE,284.095812,14.5098437,0.056610378,49.9,49.9,0,127.6073894
cats_373,1330,no_capacity_factor,natural gas fired combustion turbine,FALSE,284.310681,14.2690889,0.051498059,47,47,0,113.935735
cats_374,1389,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,69.8,69.8,0,81.19201
cats_375,1418,no_capacity_factor,natural gas fired combustion turbine,FALSE,278.09026,15.0260079,0.046209611,60.5,60.5,0,119.91202
cats_376,1443,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,3.5,3.5,0,127.6073894
cats_377,1481,no_capacity_factor,natural gas fired combustion turbine,FALSE,283.415806,14.5121503,0.05553775,49.8,49.8,0,110.49604
cats_378,1494,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,47,47,0,115.830775
cats_379,1499,no_capacity_factor,natural gas fired combustion turbine,FALSE,135.454897,17.2716389,0.151710181,73.8,73.8,0,127.6073894
cats_380,1557,no_capacity_factor,natural gas fired combustion turbine,FALSE,241.314681,11.6879263,0.134825912,19.2,19.2,0,127.6073894
cats_381,1595,no_capacity_factor,natural gas fired combustion turbine,FALSE,283.573452,14.5116537,0.055551504,828,828,0,123.86002
cats_382,1596,no_capacity_factor,natural gas fired combustion turbine,FALSE,284.202107,14.4849898,0.04789175,47,47,0,113.30899
cats_383,1617,no_capacity_factor,natural gas fired combustion turbine,FALSE,228.006765,13.9248083,0.184893025,54.8,54.8,0,156.80608
cats_384,1652,no_capacity_factor,natural gas fired combustion turbine,FALSE,300.93146,14.2003257,0.0645544,121,121,0,127.6073894
cats_385,1660,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,47.3,47.3,0,109.01554
cats_386,1665,no_capacity_factor,natural gas fired combustion turbine,FALSE,439.07926,14.6687276,0.036019142,300,300,0,127.9462
cats_387,1665,no_capacity_factor,natural gas fired combustion turbine,FALSE,434.063826,15.1229214,0.03564953,300,300,0,127.9462
cats_388,1666,no_capacity_factor,natural gas fired combustion turbine,FALSE,144.635755,15.235242,0.223003485,49.8,49.8,0,109.731115
cats_389,1668,no_capacity_factor,natural gas fired combustion turbine,FALSE,238.944546,12.0279444,0.198443557,27.7,27.7,0,96.258565
cats_390,1674,no_capacity_factor,natural gas fired combustion turbine,FALSE,259.979857,12.2346869,0.102541866,94.2,94.2,0,127.6073894
cats_391,1675,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,6.8,6.8,0,127.6073894
cats_392,1675,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,12.4,12.4,0,127.6073894
cats_393,1675,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,5,5,0,165.5509
cats_394,1685,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,234,234,0,123.667555
cats_395,1690,no_capacity_factor,natural gas fired combustion turbine,FALSE,241.314681,11.6879263,0.134825912,17.6,17.6,0,136.88842
cats_396,1692,no_capacity_factor,natural gas fired combustion turbine,FALSE,279.439595,14.9064255,0.047509495,48.2,48.2,0,127.6073894
cats_397,1693,no_capacity_factor,natural gas fired combustion turbine,FALSE,290.065816,14.495962,0.059122552,57.4,57.4,0,140.69824
cats_398,1753,no_capacity_factor,natural gas fired combustion turbine,FALSE,282.135082,14.5989327,0.052607649,49.5,49.5,0,102.920815
cats_399,1753,no_capacity_factor,natural gas fired combustion turbine,FALSE,281.665712,14.6476945,0.052403255,49.9,49.9,0,102.920815
cats_400,1753,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,47.3,47.3,0,114.537805
cats_401,1775,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.65224,12.9312538,0.076801027,44,44,0,94.659625
cats_402,1784,no_capacity_factor,natural gas fired combustion turbine,FALSE,289.246081,13.8372471,0.06908418,47,47,0,113.7334
cats_403,1785,no_capacity_factor,natural gas fired combustion turbine,FALSE,288.666409,14.024371,0.056235806,47,47,0,113.254705
cats_404,1787,no_capacity_factor,natural gas fired combustion turbine,FALSE,283.091952,14.5133198,0.055051166,50,50,0,98.153605
cats_405,179,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,49.5,49.5,0,127.6073894
cats_406,179,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,121,121,0,103.720285
cats_407,1801,no_capacity_factor,natural gas fired combustion turbine,FALSE,283.573452,14.5116537,0.055551504,50.4,50.4,0,94.73365
cats_408,1804,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,71.2,71.2,0,184.45195
cats_409,1807,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,6,6,0,161.982895
cats_410,1821,no_capacity_factor,natural gas fired combustion turbine,FALSE,314.719718,13.5866207,0.031200435,135,135,0,117.63205
cats_411,1844,no_capacity_factor,natural gas fired combustion turbine,FALSE,300.659481,14.2331099,0.064041704,60.5,60.5,0,107.19946
cats_412,1855,no_capacity_factor,natural gas fired combustion turbine,FALSE,428.748492,15.1584724,0.035004509,800,800,0,127.6073894
cats_413,1858,no_capacity_factor,natural gas fired combustion turbine,FALSE,282.759749,14.5490693,0.054250157,149.7,149.7,0,111.50278
cats_414,1859,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,40,40,0,141.10291
cats_415,1861,no_capacity_factor,natural gas fired combustion turbine,FALSE,283.415806,14.5121503,0.05553775,196,196,0,103.31068
cats_416,1872,no_capacity_factor,natural gas fired combustion turbine,FALSE,139.009799,16.2591415,0.176444024,92.4,92.4,0,167.490355
cats_417,1878,no_capacity_factor,natural gas fired combustion turbine,FALSE,284.095812,14.5098437,0.056610378,106,106,0,127.6073894
cats_418,1881,no_capacity_factor,natural gas fired combustion turbine,FALSE,312.991306,12.4163432,0.089544429,37.2,37.2,0,172.68691
cats_419,1882,no_capacity_factor,natural gas fired combustion turbine,FALSE,282.853676,14.5487374,0.054457261,99.8,99.8,0,109.04515
cats_420,1893,no_capacity_factor,natural gas fired combustion turbine,FALSE,278.475437,14.9655005,0.047345694,48.5,48.5,0,97.748935
cats_421,1893,no_capacity_factor,natural gas fired combustion turbine,FALSE,135.454897,17.2716389,0.151710181,68.7,68.7,0,97.748935
cats_422,1895,no_capacity_factor,natural gas fired combustion turbine,FALSE,252.039838,11.9204156,0.11372107,29,29,0,116.028175
cats_423,1920,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,6.8,6.8,0,127.6073894
cats_424,1920,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,13.6,13.6,0,127.6073894
cats_425,1924,no_capacity_factor,natural gas fired combustion turbine,FALSE,141.739131,16.0912893,0.196394076,48.8,48.8,0,120.834865
cats_426,1937,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,6,6,0,235.692055
cats_427,1975,no_capacity_factor,natural gas fired combustion turbine,FALSE,301.625885,13.6908428,0.06221884,92.2,92.2,0,115.82584
cats_428,198,no_capacity_factor,natural gas fired combustion turbine,FALSE,301.04705,14.1903896,0.064737135,121,121,0,127.6073894
cats_429,1997,no_capacity_factor,natural gas fired combustion turbine,FALSE,282.657965,14.5884532,0.053668806,49.8,49.8,0,123.74158
cats_430,2017,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,16.4,16.4,0,127.6073894
cats_431,2030,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,4.6,4.6,0,127.6073894
cats_432,2039,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,9.2,9.2,0,127.6073894
cats_433,2039,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,4.6,4.6,0,127.6073894
cats_434,2185,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,7,7,0,161.72134
cats_435,2196,no_capacity_factor,natural gas fired combustion turbine,FALSE,141.739131,16.0912893,0.196394076,24,24,0,127.6073894
cats_436,2217,no_capacity_factor,natural gas fired combustion turbine,FALSE,290.844586,14.4953196,0.059153298,57.4,57.4,0,108.033475
cats_437,2245,no_capacity_factor,natural gas fired combustion turbine,FALSE,283.573452,14.5116537,0.055551504,199.6,199.6,0,113.47678
cats_438,2246,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,4.5,4.5,0,188.51839
cats_439,2246,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,48.7,48.7,0,114.50326
cats_440,2246,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,60.5,60.5,0,114.50326
cats_441,227,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,4.5,4.5,0,141.41875
cats_442,229,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,7,7,0,167.83087
cats_443,2328,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,223.5,223.5,0,112.7464
cats_444,233,no_capacity_factor,natural gas fired combustion turbine,FALSE,306.536508,13.6632204,0.046815387,46,46,0,97.6453
cats_445,236,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,9.6,9.6,0,127.6073894
cats_446,2365,no_capacity_factor,natural gas fired combustion turbine,FALSE,283.573452,14.5116537,0.055551504,200,200,0,111.665635
cats_447,239,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,46,46,0,99.39229
cats_448,239,no_capacity_factor,natural gas fired combustion turbine,FALSE,142.358645,15.2973842,0.216252547,49.8,49.8,0,109.21294
cats_449,2401,no_capacity_factor,natural gas fired combustion turbine,FALSE,372.365163,16.8059313,0.011923608,649.2,649.2,0,87.563095
cats_450,2409,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,7.8,7.8,0,162.18523
cats_451,248,no_capacity_factor,natural gas fired combustion turbine,FALSE,144.713646,15.0063715,0.224043824,49.8,49.8,0,109.92358
cats_452,253,no_capacity_factor,natural gas fired combustion turbine,FALSE,303.385894,13.6886988,0.061585448,46,46,0,97.344265
cats_453,253,no_capacity_factor,natural gas fired combustion turbine,FALSE,241.314681,11.6879263,0.134825912,12,12,0,183.92884
cats_454,253,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,6.8,6.8,0,127.6073894
cats_455,270,no_capacity_factor,natural gas fired combustion turbine,FALSE,279.525684,12.996741,0.075282688,38.7,38.7,0,135.629995
cats_456,344,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,5.6,5.6,0,180.5533
cats_457,346,no_capacity_factor,natural gas fired combustion turbine,FALSE,299.144996,14.4479757,0.061704604,302.5,302.5,0,127.6073894
cats_458,351,no_capacity_factor,natural gas fired combustion turbine,FALSE,299.758091,14.293201,0.062834015,60.5,60.5,0,114.11833
cats_459,361,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,46,46,0,99.39229
cats_460,394,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,1.2,1.2,0,127.6073894
cats_461,426,no_capacity_factor,natural gas fired combustion turbine,FALSE,243.988901,11.8081357,0.127647427,178.6,178.6,0,121.44187
cats_462,43,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,2,2,0,105.35377
cats_463,458,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,9.2,9.2,0,148.19944
