name,bus_type,base_voltage_kV,base_power_MVA
1012,PQ,115.0,100.0
1013,PV,115.0,100.0
1014,PQ,66.0,100.0
1015,PQ,66.0,100.0
1016,PV,66.0,100.0
1017,PQ,66.0,100.0
1018,PV,66.0,100.0
1019,PV,115.0,100.0
1020,PQ,115.0,100.0
1021,PQ,66.0,100.0
1022,PQ,66.0,100.0
1023,PQ,115.0,100.0
1024,PQ,66.0,100.0
1025,PV,115.0,100.0
1026,PQ,66.0,100.0
1027,PQ,230.0,100.0
1028,PQ,66.0,100.0
1029,PQ,66.0,100.0
1030,PQ,115.0,100.0
1031,PV,66.0,100.0
1032,PQ,66.0,100.0
1033,PQ,115.0,100.0
1034,PV,115.0,100.0
1035,PV,66.0,100.0
1036,PQ,66.0,100.0
1037,PV,66.0,100.0
1038,PV,115.0,100.0
1039,PQ,66.0,100.0
1040,PV,66.0,100.0
1041,PV,66.0,100.0
1042,PQ,115.0,100.0
1043,PQ,115.0,100.0
1044,PQ,66.0,100.0
1045,PV,66.0,100.0
1046,PQ,66.0,100.0
1047,PQ,66.0,100.0
1048,PQ,230.0,100.0
1049,PQ,66.0,100.0
1050,PV,66.0,100.0
1051,PV,66.0,100.0
1052,PQ,66.0,100.0
1053,PV,66.0,100.0
1054,PQ,66.0,100.0
1055,PQ,66.0,100.0
1056,PV,115.0,100.0
1057,PV,115.0,100.0
1058,PV,115.0,100.0
1059,PV,66.0,100.0
1060,PQ,66.0,100.0
1061,PV,115.0,100.0
1062,PQ,66.0,100.0
1063,PQ,66.0,100.0
1064,PQ,66.0,100.0
1065,PQ,66.0,100.0
1066,PQ,66.0,100.0
1067,PQ,66.0,100.0
1068,PQ,230.0,100.0
1069,PQ,66.0,100.0
1070,PQ,66.0,100.0
1071,PQ,66.0,100.0
1072,PQ,66.0,100.0
1073,PQ,66.0,100.0
1074,PQ,66.0,100.0
1075,PQ,66.0,100.0
1076,PQ,66.0,100.0
1077,PQ,66.0,100.0
1078,PQ,66.0,100.0
1079,PQ,66.0,100.0
1080,PQ,66.0,100.0
1081,PV,66.0,100.0
1082,PQ,66.0,100.0
1083,PQ,66.0,100.0
1084,PV,66.0,100.0
1085,PV,66.0,100.0
1086,PV,66.0,100.0
1087,PV,230.0,100.0
1088,PQ,66.0,100.0
1089,PQ,66.0,100.0
1090,PV,66.0,100.0
1091,PQ,66.0,100.0
1092,PV,66.0,100.0
1093,PQ,66.0,100.0
1094,PQ,66.0,100.0
1095,PQ,66.0,100.0
1096,PV,66.0,100.0
1097,PQ,66.0,100.0
1098,PV,66.0,100.0
1099,PQ,66.0,100.0
1100,PQ,66.0,100.0
1101,PQ,66.0,100.0
1102,PQ,66.0,100.0
1103,PQ,230.0,100.0
1104,PQ,66.0,100.0
1105,PQ,66.0,100.0
1106,PQ,66.0,100.0
1107,PQ,66.0,100.0
1108,PQ,66.0,100.0
1109,PQ,66.0,100.0
1110,PV,66.0,100.0
1111,PQ,66.0,100.0
1112,PQ,66.0,100.0
1113,PQ,66.0,100.0
1114,PV,66.0,100.0
1115,PQ,66.0,100.0
1116,PV,66.0,100.0
1117,PQ,66.0,100.0
1118,PV,66.0,100.0
1119,PQ,66.0,100.0
1120,PQ,66.0,100.0
1121,PQ,66.0,100.0
1122,PQ,66.0,100.0
1123,PV,66.0,100.0
1124,PQ,66.0,100.0
1125,PQ,66.0,100.0
1126,PQ,66.0,100.0
1127,PV,115.0,100.0
1128,PV,230.0,100.0
1129,PV,115.0,100.0
1130,PQ,115.0,100.0
1131,PQ,115.0,100.0
1132,PQ,66.0,100.0
1133,PV,115.0,100.0
1134,PQ,66.0,100.0
1135,PQ,115.0,100.0
1136,PQ,115.0,100.0
1137,PQ,115.0,100.0
1138,PQ,66.0,100.0
1139,PQ,115.0,100.0
1140,PQ,66.0,100.0
1141,PQ,66.0,100.0
1142,PQ,66.0,100.0
1143,PQ,66.0,100.0
1144,PQ,66.0,100.0
1145,PQ,66.0,100.0
1146,PV,66.0,100.0
1147,PQ,66.0,100.0
1148,PQ,66.0,100.0
1149,PQ,115.0,100.0
1150,PQ,115.0,100.0
1151,PQ,66.0,100.0
1152,PQ,66.0,100.0
1153,PQ,66.0,100.0
1154,PQ,115.0,100.0
1155,PQ,66.0,100.0
1156,PQ,66.0,100.0
1157,PQ,66.0,100.0
1158,PQ,66.0,100.0
1159,PQ,66.0,100.0
1160,PQ,66.0,100.0
1161,PQ,66.0,100.0
1162,PQ,115.0,100.0
1163,PV,66.0,100.0
1164,PQ,66.0,100.0
1165,PQ,66.0,100.0
1166,PQ,66.0,100.0
1167,PQ,66.0,100.0
1168,PV,115.0,100.0
1169,PQ,66.0,100.0
1170,PQ,66.0,100.0
1171,PQ,66.0,100.0
1172,PQ,66.0,100.0
1173,PQ,66.0,100.0
1174,PQ,115.0,100.0
1175,PQ,66.0,100.0
1176,PV,115.0,100.0
1177,PQ,66.0,100.0
1178,PV,66.0,100.0
1179,PQ,115.0,100.0
1180,PV,66.0,100.0
1181,PQ,66.0,100.0
1182,PQ,115.0,100.0
1183,PV,66.0,100.0
1184,PQ,66.0,100.0
1185,PQ,66.0,100.0
1186,PV,115.0,100.0
1187,PQ,66.0,100.0
1188,PV,66.0,100.0
1189,PQ,115.0,100.0
1190,PQ,115.0,100.0
1191,PQ,66.0,100.0
1192,PQ,66.0,100.0
1193,PQ,115.0,100.0
1194,PV,66.0,100.0
1195,PQ,66.0,100.0
1196,PQ,66.0,100.0
1197,PQ,115.0,100.0
1198,PQ,66.0,100.0
1199,PV,66.0,100.0
1200,PQ,66.0,100.0
1201,PQ,66.0,100.0
1202,PQ,115.0,100.0
1203,PQ,66.0,100.0
1204,PQ,115.0,100.0
1205,PQ,66.0,100.0
1206,PQ,66.0,100.0
1207,PQ,115.0,100.0
1208,PQ,66.0,100.0
1209,PQ,66.0,100.0
1210,PQ,66.0,100.0
1211,PQ,115.0,100.0
1212,PQ,115.0,100.0
1213,PQ,115.0,100.0
1214,PQ,115.0,100.0
1215,PQ,115.0,100.0
1216,PQ,115.0,100.0
1217,PQ,115.0,100.0
1218,PQ,115.0,100.0
1219,PQ,115.0,100.0
1220,PQ,66.0,100.0
1221,PQ,66.0,100.0
1222,PV,66.0,100.0
1223,PV,66.0,100.0
1224,PQ,66.0,100.0
1225,PQ,66.0,100.0
1226,PQ,66.0,100.0
1227,PQ,66.0,100.0
1228,PQ,115.0,100.0
1229,PQ,115.0,100.0
1230,PQ,115.0,100.0
1231,PQ,115.0,100.0
1232,PQ,66.0,100.0
1233,PQ,66.0,100.0
1234,PQ,115.0,100.0
1235,PQ,66.0,100.0
1236,PV,115.0,100.0
1237,PQ,66.0,100.0
1238,PQ,115.0,100.0
1239,PV,66.0,100.0
1240,PQ,66.0,100.0
1241,PV,66.0,100.0
1242,PQ,115.0,100.0
1243,PQ,115.0,100.0
1244,PV,115.0,100.0
1245,PQ,115.0,100.0
1246,PQ,115.0,100.0
1247,PV,115.0,100.0
1248,PQ,66.0,100.0
1249,PQ,66.0,100.0
1250,PV,115.0,100.0
1251,PV,115.0,100.0
1252,PQ,115.0,100.0
1253,PV,115.0,100.0
1254,PV,115.0,100.0
1255,PQ,115.0,100.0
1256,PQ,115.0,100.0
1257,PV,115.0,100.0
1258,PQ,115.0,100.0
1259,PQ,115.0,100.0
1260,PQ,115.0,100.0
1261,PV,115.0,100.0
1262,PV,115.0,100.0
1263,PQ,115.0,100.0
1264,PV,115.0,100.0
1265,PQ,66.0,100.0
1266,PQ,66.0,100.0
1267,PQ,66.0,100.0
1268,PQ,115.0,100.0
1269,PQ,66.0,100.0
1270,PQ,66.0,100.0
1271,PQ,66.0,100.0
1272,PQ,115.0,100.0
1273,PQ,66.0,100.0
1274,PQ,115.0,100.0
1275,PQ,115.0,100.0
1276,PQ,115.0,100.0
1277,PQ,115.0,100.0
1278,PQ,66.0,100.0
1279,PQ,66.0,100.0
1280,PQ,115.0,100.0
1281,PQ,66.0,100.0
1282,PQ,66.0,100.0
1283,PQ,66.0,100.0
1284,PV,66.0,100.0
1285,PQ,115.0,100.0
1286,PV,66.0,100.0
1287,PQ,66.0,100.0
1288,PQ,66.0,100.0
1289,PQ,66.0,100.0
1290,PQ,66.0,100.0
1291,PQ,66.0,100.0
1292,PV,66.0,100.0
1293,PV,115.0,100.0
1294,PQ,66.0,100.0
1295,PQ,66.0,100.0
1296,PV,66.0,100.0
1297,PQ,66.0,100.0
1298,PV,66.0,100.0
1299,PV,66.0,100.0
1300,PQ,66.0,100.0
1301,PQ,66.0,100.0
1302,PQ,66.0,100.0
1303,PQ,66.0,100.0
1304,PQ,66.0,100.0
1305,PQ,115.0,100.0
1306,PQ,66.0,100.0
1307,PQ,66.0,100.0
1308,PQ,66.0,100.0
1309,PQ,66.0,100.0
1310,PQ,66.0,100.0
1311,PQ,66.0,100.0
1312,PQ,66.0,100.0
1313,PQ,66.0,100.0
1314,PQ,66.0,100.0
1315,PQ,115.0,100.0
1316,PQ,66.0,100.0
1317,PQ,66.0,100.0
1318,PQ,66.0,100.0
1319,PQ,66.0,100.0
1320,PV,230.0,100.0
1321,PQ,66.0,100.0
1322,PQ,66.0,100.0
1323,PV,66.0,100.0
1324,PQ,115.0,100.0
1325,PQ,66.0,100.0
1326,PV,230.0,100.0
1327,PQ,66.0,100.0
1328,PQ,66.0,100.0
1329,PV,66.0,100.0
1330,PV,115.0,100.0
1331,PQ,66.0,100.0
1332,PQ,115.0,100.0
1333,PV,66.0,100.0
1334,PQ,66.0,100.0
1335,PQ,66.0,100.0
1336,PQ,66.0,100.0
1337,PQ,66.0,100.0
1338,PQ,66.0,100.0
1339,PQ,66.0,100.0
1340,PQ,66.0,100.0
1341,PQ,66.0,100.0
1342,PQ,115.0,100.0
1343,PQ,66.0,100.0
1344,PV,66.0,100.0
1345,PQ,115.0,100.0
1346,PQ,66.0,100.0
1347,PQ,115.0,100.0
1348,PV,66.0,100.0
1349,PQ,115.0,100.0
1350,PQ,66.0,100.0
1351,PQ,66.0,100.0
1352,PQ,66.0,100.0
1353,PQ,66.0,100.0
1354,PV,66.0,100.0
1355,PQ,66.0,100.0
1356,PQ,66.0,100.0
1357,PQ,66.0,100.0
1358,PQ,66.0,100.0
1359,PQ,66.0,100.0
1360,PV,66.0,100.0
1361,PQ,66.0,100.0
1362,PQ,115.0,100.0
1363,PQ,66.0,100.0
1364,PQ,66.0,100.0
1365,PQ,66.0,100.0
1366,PQ,66.0,100.0
1367,PQ,66.0,100.0
1368,PQ,66.0,100.0
1369,PQ,66.0,100.0
1370,PQ,115.0,100.0
1371,PQ,66.0,100.0
1372,PQ,115.0,100.0
1373,PQ,66.0,100.0
1374,PQ,66.0,100.0
1375,PQ,66.0,100.0
1376,PQ,115.0,100.0
1377,PQ,66.0,100.0
1378,PQ,115.0,100.0
1379,PQ,115.0,100.0
1380,PQ,66.0,100.0
1381,PQ,115.0,100.0
1382,PQ,230.0,100.0
1383,PQ,66.0,100.0
1384,PV,115.0,100.0
1385,PQ,66.0,100.0
1386,PQ,66.0,100.0
1387,PQ,66.0,100.0
1388,PQ,66.0,100.0
1389,PV,230.0,100.0
1390,PQ,66.0,100.0
1391,PV,66.0,100.0
1392,PQ,66.0,100.0
1393,PQ,66.0,100.0
1394,PQ,66.0,100.0
1395,PQ,66.0,100.0
1396,PQ,66.0,100.0
1397,PQ,66.0,100.0
1398,PQ,66.0,100.0
1399,PV,66.0,100.0
1400,PQ,66.0,100.0
1401,PQ,66.0,100.0
1402,PV,66.0,100.0
1403,PQ,66.0,100.0
1404,PQ,66.0,100.0
1405,PQ,115.0,100.0
1406,PQ,66.0,100.0
1407,PQ,66.0,100.0
1408,PQ,66.0,100.0
1409,PV,115.0,100.0
1410,PQ,66.0,100.0
1411,PQ,115.0,100.0
1412,PV,115.0,100.0
1413,PV,66.0,100.0
1414,PQ,66.0,100.0
1415,PQ,66.0,100.0
1416,PQ,66.0,100.0
1417,PQ,66.0,100.0
1418,PV,66.0,100.0
1419,PV,66.0,100.0
1420,PQ,66.0,100.0
1421,PV,66.0,100.0
1422,PQ,66.0,100.0
1423,PV,66.0,100.0
1424,PQ,66.0,100.0
1425,PV,66.0,100.0
1426,PV,66.0,100.0
1427,PQ,66.0,100.0
1428,PQ,66.0,100.0
1429,PV,66.0,100.0
1430,PQ,66.0,100.0
1431,PQ,66.0,100.0
1432,PQ,66.0,100.0
1433,PQ,66.0,100.0
1434,PQ,66.0,100.0
1435,PV,66.0,100.0
1436,PQ,66.0,100.0
1437,PQ,66.0,100.0
1438,PQ,66.0,100.0
1439,PQ,66.0,100.0
1440,PQ,66.0,100.0
1441,PQ,66.0,100.0
1442,PV,66.0,100.0
1443,PV,66.0,100.0
1444,PQ,66.0,100.0
1445,PQ,66.0,100.0
1446,PV,115.0,100.0
1447,PV,115.0,100.0
1448,PV,115.0,100.0
1449,PQ,115.0,100.0
1450,PQ,115.0,100.0
1451,PV,115.0,100.0
1452,PQ,115.0,100.0
1453,PQ,66.0,100.0
1454,PQ,66.0,100.0
1455,PV,66.0,100.0
1456,PQ,66.0,100.0
1457,PV,66.0,100.0
1458,PV,66.0,100.0
1459,PQ,66.0,100.0
1460,PQ,66.0,100.0
1461,PQ,66.0,100.0
1462,PQ,66.0,100.0
1463,PQ,66.0,100.0
1464,PQ,66.0,100.0
1465,PQ,66.0,100.0
1466,PQ,66.0,100.0
1467,PQ,66.0,100.0
1468,PQ,66.0,100.0
1469,PQ,66.0,100.0
1470,PQ,66.0,100.0
1471,PQ,66.0,100.0
1472,PQ,66.0,100.0
1473,PQ,66.0,100.0
1474,PQ,66.0,100.0
1475,PQ,66.0,100.0
1476,PQ,66.0,100.0
1477,PQ,66.0,100.0
1478,PQ,66.0,100.0
1479,PQ,66.0,100.0
1480,PV,66.0,100.0
1481,PV,66.0,100.0
1482,PQ,66.0,100.0
1483,PV,66.0,100.0
1484,PQ,66.0,100.0
1485,PQ,66.0,100.0
1486,PV,66.0,100.0
1487,PV,115.0,100.0
1488,PQ,66.0,100.0
1489,PQ,66.0,100.0
1490,PQ,66.0,100.0
1491,PQ,66.0,100.0
1492,PQ,66.0,100.0
1493,PQ,66.0,100.0
1494,PQ,66.0,100.0
1495,PQ,66.0,100.0
1496,PQ,66.0,100.0
1497,PQ,500.0,100.0
1498,PV,230.0,100.0
1499,PV,115.0,100.0
1500,PV,66.0,100.0
1501,PV,66.0,100.0
1502,PV,115.0,100.0
1503,PQ,230.0,100.0
1504,PQ,66.0,100.0
1505,PV,115.0,100.0
1506,PV,66.0,100.0
1507,PQ,115.0,100.0
1508,PV,500.0,100.0
1509,PQ,66.0,100.0
1510,PQ,66.0,100.0
1511,PQ,115.0,100.0
1512,PV,230.0,100.0
1513,PQ,66.0,100.0
1514,PQ,115.0,100.0
1515,PQ,66.0,100.0
1516,PQ,115.0,100.0
1517,PQ,230.0,100.0
1518,PQ,66.0,100.0
1519,PV,66.0,100.0
1520,PQ,66.0,100.0
1521,PV,66.0,100.0
1522,PV,66.0,100.0
1523,PQ,115.0,100.0
1524,PQ,66.0,100.0
1525,PQ,115.0,100.0
1526,PQ,66.0,100.0
1527,PQ,115.0,100.0
1528,PV,115.0,100.0
1529,PQ,115.0,100.0
1530,PQ,66.0,100.0
1531,PQ,66.0,100.0
1532,PQ,230.0,100.0
1533,PV,115.0,100.0
1534,PQ,115.0,100.0
1535,PV,115.0,100.0
1536,PQ,66.0,100.0
1537,PV,66.0,100.0
1538,PQ,66.0,100.0
1539,PQ,66.0,100.0
1540,PQ,115.0,100.0
1541,PV,66.0,100.0
1542,PV,66.0,100.0
1543,PQ,115.0,100.0
1544,PQ,66.0,100.0
1545,PQ,230.0,100.0
1546,PV,66.0,100.0
1547,PQ,500.0,100.0
1548,PQ,115.0,100.0
1549,PQ,115.0,100.0
1550,PQ,115.0,100.0
1551,PQ,66.0,100.0
1552,PQ,66.0,100.0
1553,PV,66.0,100.0
1554,PQ,66.0,100.0
1555,PQ,66.0,100.0
1556,PQ,66.0,100.0
1557,PV,66.0,100.0
1558,PQ,66.0,100.0
1559,PQ,66.0,100.0
1560,PQ,66.0,100.0
1561,PQ,66.0,100.0
1562,PQ,66.0,100.0
1563,PQ,66.0,100.0
1564,PQ,66.0,100.0
1565,PQ,66.0,100.0
1566,PQ,66.0,100.0
1567,PV,66.0,100.0
1568,PQ,66.0,100.0
1569,PQ,66.0,100.0
1570,PQ,66.0,100.0
1571,PV,66.0,100.0
1572,PV,66.0,100.0
1573,PQ,66.0,100.0
1574,PQ,66.0,100.0
1575,PQ,66.0,100.0
1576,PV,66.0,100.0
1577,PV,66.0,100.0
1578,PV,66.0,100.0
1579,PQ,115.0,100.0
1580,PQ,66.0,100.0
1581,PQ,66.0,100.0
1582,PV,115.0,100.0
1583,PQ,66.0,100.0
1584,PV,230.0,100.0
1585,PV,230.0,100.0
1586,PV,230.0,100.0
1587,PV,115.0,100.0
1588,PQ,230.0,100.0
1589,PV,66.0,100.0
1590,PQ,66.0,100.0
1591,PQ,115.0,100.0
1592,PV,115.0,100.0
1593,PV,115.0,100.0
1594,PQ,115.0,100.0
1595,PV,230.0,100.0
1596,PV,115.0,100.0
1597,PQ,115.0,100.0
1598,PQ,115.0,100.0
1599,PV,115.0,100.0
1600,PV,115.0,100.0
1601,PV,115.0,100.0
1602,PV,115.0,100.0
1603,PV,230.0,100.0
1604,PQ,66.0,100.0
1605,PQ,115.0,100.0
1606,PV,230.0,100.0
1607,PV,230.0,100.0
1608,PV,115.0,100.0
1609,PQ,115.0,100.0
1610,PV,115.0,100.0
1611,PQ,115.0,100.0
1612,PQ,115.0,100.0
1613,PQ,66.0,100.0
1614,PV,66.0,100.0
1615,PQ,230.0,100.0
1616,PQ,230.0,100.0
1617,PV,115.0,100.0
1618,PQ,115.0,100.0
1619,PQ,66.0,100.0
1620,PV,115.0,100.0
1621,PV,115.0,100.0
1622,PQ,66.0,100.0
1623,PV,115.0,100.0
1624,PQ,66.0,100.0
1625,PV,115.0,100.0
1626,PQ,115.0,100.0
1627,PQ,66.0,100.0
1628,PQ,66.0,100.0
1629,PV,115.0,100.0
1630,PQ,66.0,100.0
1631,PV,66.0,100.0
1632,PV,230.0,100.0
1633,PQ,230.0,100.0
1634,PV,230.0,100.0
1635,PV,230.0,100.0
1636,PV,230.0,100.0
1637,PQ,66.0,100.0
1638,PQ,115.0,100.0
1639,PV,115.0,100.0
1640,PV,230.0,100.0
1641,PV,66.0,100.0
1642,PV,230.0,100.0
1643,PV,115.0,100.0
1644,PV,230.0,100.0
1645,PV,115.0,100.0
1646,PV,230.0,100.0
1647,PQ,230.0,100.0
1648,PQ,66.0,100.0
1649,PQ,66.0,100.0
1650,PQ,66.0,100.0
1651,PV,115.0,100.0
1652,PV,115.0,100.0
1653,PV,115.0,100.0
1654,PQ,66.0,100.0
1655,PQ,66.0,100.0
1656,PV,230.0,100.0
1657,PV,115.0,100.0
1658,PQ,115.0,100.0
1659,PV,115.0,100.0
1660,PV,66.0,100.0
1661,PV,66.0,100.0
1662,PV,66.0,100.0
1663,PV,66.0,100.0
1664,PQ,115.0,100.0
1665,PV,66.0,100.0
1666,PV,115.0,100.0
1667,PQ,115.0,100.0
1668,PV,115.0,100.0
1669,PQ,115.0,100.0
1670,PQ,115.0,100.0
1671,PV,115.0,100.0
1672,PQ,115.0,100.0
1673,PQ,115.0,100.0
1674,PV,115.0,100.0
1675,PV,66.0,100.0
1676,PV,66.0,100.0
1677,PV,66.0,100.0
1678,PQ,66.0,100.0
1679,PQ,230.0,100.0
1680,PV,66.0,100.0
1681,PV,66.0,100.0
1682,PV,66.0,100.0
1683,PV,230.0,100.0
1684,PQ,115.0,100.0
1685,PQ,115.0,100.0
1686,PV,66.0,100.0
1687,PQ,66.0,100.0
1688,PQ,115.0,100.0
1689,PQ,230.0,100.0
1690,PV,66.0,100.0
1691,PQ,66.0,100.0
1692,PV,115.0,100.0
1693,PV,66.0,100.0
1694,PV,66.0,100.0
1695,PQ,66.0,100.0
1696,PQ,66.0,100.0
1697,PQ,66.0,100.0
1698,PV,66.0,100.0
1699,PV,66.0,100.0
1700,PV,66.0,100.0
1701,PQ,66.0,100.0
1702,PV,66.0,100.0
1703,PV,115.0,100.0
1704,PV,66.0,100.0
1705,PQ,66.0,100.0
1706,PQ,115.0,100.0
1707,PV,115.0,100.0
1708,PV,115.0,100.0
1709,PV,115.0,100.0
1710,PV,115.0,100.0
1711,PV,115.0,100.0
1712,PV,115.0,100.0
1713,PV,115.0,100.0
1714,PQ,115.0,100.0
1715,PQ,115.0,100.0
1716,PQ,115.0,100.0
1717,PV,115.0,100.0
1718,PV,115.0,100.0
1719,PV,115.0,100.0
1720,PV,66.0,100.0
1721,PV,66.0,100.0
1722,PV,115.0,100.0
1723,PV,66.0,100.0
1724,PV,66.0,100.0
1725,PQ,115.0,100.0
1726,PQ,230.0,100.0
1727,PV,230.0,100.0
1728,PV,230.0,100.0
1729,PV,230.0,100.0
1730,PV,230.0,100.0
1731,PV,230.0,100.0
1732,PV,230.0,100.0
1733,PV,230.0,100.0
1734,PV,66.0,100.0
1735,PV,66.0,100.0
1736,PQ,66.0,100.0
1737,PQ,115.0,100.0
1738,PQ,66.0,100.0
1739,PQ,115.0,100.0
1740,PQ,115.0,100.0
1741,PQ,115.0,100.0
1742,PV,230.0,100.0
1743,PV,66.0,100.0
1744,PQ,115.0,100.0
1745,PV,66.0,100.0
1746,PV,66.0,100.0
1747,PQ,66.0,100.0
1748,PV,115.0,100.0
1749,PQ,66.0,100.0
1750,PQ,66.0,100.0
1751,PQ,66.0,100.0
1752,PV,66.0,100.0
1753,PV,66.0,100.0
1754,PQ,66.0,100.0
1755,PV,115.0,100.0
1756,PQ,115.0,100.0
1757,PQ,115.0,100.0
1758,PQ,230.0,100.0
1759,PQ,66.0,100.0
1760,PQ,230.0,100.0
1761,PQ,66.0,100.0
1762,PV,230.0,100.0
1763,PQ,66.0,100.0
1764,PQ,66.0,100.0
1765,PQ,66.0,100.0
1766,PQ,66.0,100.0
1767,PQ,66.0,100.0
1768,PQ,66.0,100.0
1769,PQ,66.0,100.0
1770,PQ,66.0,100.0
1771,PQ,66.0,100.0
1772,PQ,66.0,100.0
1773,PQ,66.0,100.0
1774,PQ,66.0,100.0
1775,PV,66.0,100.0
1776,PV,66.0,100.0
1777,PQ,66.0,100.0
1778,PQ,66.0,100.0
1779,PQ,66.0,100.0
1780,PQ,66.0,100.0
1781,PQ,115.0,100.0
1782,PQ,115.0,100.0
1783,PV,230.0,100.0
1784,PV,66.0,100.0
1785,PV,66.0,100.0
1786,PV,115.0,100.0
1787,PV,230.0,100.0
1788,PQ,66.0,100.0
1789,PQ,66.0,100.0
1790,PQ,66.0,100.0
1791,PV,66.0,100.0
1792,PQ,66.0,100.0
1793,PV,66.0,100.0
1794,PQ,66.0,100.0
1795,PQ,115.0,100.0
1796,PV,115.0,100.0
1797,PV,115.0,100.0
1798,PQ,115.0,100.0
1799,PV,115.0,100.0
1800,PQ,66.0,100.0
1801,PV,66.0,100.0
1802,PQ,66.0,100.0
1803,PQ,66.0,100.0
1804,PV,66.0,100.0
1805,PQ,66.0,100.0
1806,PV,115.0,100.0
1807,PV,66.0,100.0
1808,PQ,66.0,100.0
1809,PV,115.0,100.0
1810,PV,115.0,100.0
1811,PV,115.0,100.0
1812,PQ,66.0,100.0
1813,PQ,115.0,100.0
1814,PQ,66.0,100.0
1815,PQ,115.0,100.0
1816,PQ,115.0,100.0
1817,PQ,66.0,100.0
1818,PQ,115.0,100.0
1819,PQ,500.0,100.0
1820,PV,230.0,100.0
1821,PV,115.0,100.0
1822,PV,66.0,100.0
1823,PV,115.0,100.0
1824,PV,115.0,100.0
1825,PV,115.0,100.0
1826,PV,115.0,100.0
1827,PV,115.0,100.0
1828,PV,115.0,100.0
1829,PQ,115.0,100.0
1830,PQ,500.0,100.0
1831,PQ,230.0,100.0
1832,PQ,115.0,100.0
1833,PV,115.0,100.0
1834,PV,230.0,100.0
1835,PV,66.0,100.0
1836,PQ,66.0,100.0
1837,PQ,115.0,100.0
1838,PV,115.0,100.0
1839,PQ,66.0,100.0
1840,PQ,230.0,100.0
1841,PV,115.0,100.0
1842,PV,66.0,100.0
1843,PQ,115.0,100.0
1844,PV,66.0,100.0
1845,PV,115.0,100.0
1846,PV,66.0,100.0
1847,PV,66.0,100.0
1848,PV,115.0,100.0
1849,PV,115.0,100.0
1850,PQ,115.0,100.0
1851,PQ,115.0,100.0
1852,PV,115.0,100.0
1853,PV,115.0,100.0
1854,PV,115.0,100.0
1855,PV,115.0,100.0
1856,PV,115.0,100.0
1857,PV,115.0,100.0
1858,PV,115.0,100.0
1859,PV,66.0,100.0
1860,PV,115.0,100.0
1861,PV,66.0,100.0
1862,PQ,500.0,100.0
1863,PV,66.0,100.0
1864,PV,115.0,100.0
1865,PV,115.0,100.0
1866,PV,66.0,100.0
1867,PV,66.0,100.0
1868,PQ,66.0,100.0
1869,PQ,115.0,100.0
1870,PQ,115.0,100.0
1871,PQ,115.0,100.0
1872,PV,115.0,100.0
1873,PQ,115.0,100.0
1874,PQ,115.0,100.0
1875,PV,115.0,100.0
1876,PQ,115.0,100.0
1877,PV,66.0,100.0
1878,PV,66.0,100.0
1879,PV,66.0,100.0
1880,PQ,66.0,100.0
1881,PV,66.0,100.0
1882,PV,66.0,100.0
1883,PQ,66.0,100.0
1884,PV,66.0,100.0
1885,PV,115.0,100.0
1886,PQ,66.0,100.0
1887,PV,115.0,100.0
1888,PV,115.0,100.0
1889,PV,115.0,100.0
1890,PV,115.0,100.0
1891,PV,66.0,100.0
1892,PV,66.0,100.0
1893,PV,66.0,100.0
1894,PQ,66.0,100.0
1895,PV,66.0,100.0
1896,PQ,66.0,100.0
1897,PQ,115.0,100.0
1898,PV,500.0,100.0
1899,PQ,66.0,100.0
1900,PQ,66.0,100.0
1901,PQ,66.0,100.0
1902,PQ,66.0,100.0
1903,PQ,66.0,100.0
1904,PV,115.0,100.0
1905,PQ,230.0,100.0
1906,PQ,115.0,100.0
1907,PV,230.0,100.0
1908,PQ,66.0,100.0
1909,PQ,66.0,100.0
1910,PQ,230.0,100.0
1911,PQ,115.0,100.0
1912,PQ,230.0,100.0
1913,PQ,230.0,100.0
1914,PQ,115.0,100.0
1915,PQ,66.0,100.0
1916,PQ,66.0,100.0
1917,PQ,230.0,100.0
1918,PV,230.0,100.0
1919,PQ,115.0,100.0
1920,PV,66.0,100.0
1921,PQ,66.0,100.0
1922,PQ,66.0,100.0
1923,PV,115.0,100.0
1924,PV,115.0,100.0
1925,PQ,115.0,100.0
1926,PV,230.0,100.0
1927,PV,230.0,100.0
1928,PV,66.0,100.0
1929,PV,66.0,100.0
1930,PQ,230.0,100.0
1931,PV,66.0,100.0
1932,PV,66.0,100.0
1933,PV,66.0,100.0
1934,PQ,66.0,100.0
1935,PQ,66.0,100.0
1936,PV,66.0,100.0
1937,PV,115.0,100.0
1938,PQ,115.0,100.0
1939,PQ,66.0,100.0
1940,PQ,66.0,100.0
1941,PQ,66.0,100.0
1942,PQ,66.0,100.0
1943,PQ,66.0,100.0
1944,PV,66.0,100.0
1945,PV,66.0,100.0
1946,PQ,66.0,100.0
1947,PQ,66.0,100.0
1948,PQ,66.0,100.0
1949,PQ,66.0,100.0
1950,PQ,66.0,100.0
1951,slack,230.0,100.0
1952,PV,66.0,100.0
1953,PV,66.0,100.0
1954,PV,66.0,100.0
1955,PV,66.0,100.0
1956,PQ,66.0,100.0
1957,PQ,66.0,100.0
1958,PV,66.0,100.0
1959,PQ,66.0,100.0
1960,PQ,66.0,100.0
1961,PQ,66.0,100.0
1962,PQ,66.0,100.0
1963,PQ,66.0,100.0
1964,PV,66.0,100.0
1965,PQ,66.0,100.0
