name,technology,bus,site,c2_USDperMWh2,c1_USDperMWh,c0_USD,cost_fixed_power_USDperkW,cap_existing_power_MW,cap_max_power_MW,cost_variable_USDperMWh
629,cats,239,capacity_factor_one,0.216252547,15.2973842,142.358645,0,24.9,24.9,0
630,cats,1666,capacity_factor_one,0.223003485,15.235242,144.635755,0,24.9,24.9,0
631,cats,1666,capacity_factor_one,0.223003485,15.235242,144.635755,0,24.9,24.9,0
632,cats,248,capacity_factor_one,0.224043824,15.0063715,144.713646,0,24.9,24.9,0
633,cats,248,capacity_factor_one,0.224043824,15.0063715,144.713646,0,24.9,24.9,0
634,cats,1702,capacity_factor_one,0.134825912,11.6879263,241.314681,0,30,30,0
635,cats,1702,capacity_factor_one,0.134825912,11.6879263,241.314681,0,30,30,0
636,cats,1702,capacity_factor_one,0.102538091,25.545,79.8404908,0,23,23,0
637,cats,2203,capacity_factor_one,0,0,0,0,1.5,1.5,0
638,cats,2203,capacity_factor_one,0,0,0,0,17.3,17.3,0
639,cats,1848,capacity_factor_one,0,0,0,0,29.9,29.9,0
640,cats,2399,capacity_factor_one,0,0,0,0,76.9,76.9,0
641,cats,1807,capacity_factor_one,0.051140815,13.5022417,315.964182,0,6,6,0
642,cats,554,capacity_factor_one,0.030580892,24.5037276,248.251086,0,1.5,1.5,0
643,cats,384,capacity_factor_one,0.070011402,8.16964701,907.718723,0,82.3,82.3,0
644,cats,384,capacity_factor_one,0.020101404,15.4560715,1243.53602,0,13.6,13.6,0
645,cats,384,capacity_factor_one,0.020101404,15.4560715,1243.53602,0,11.5,11.5,0
646,cats,1849,capacity_factor_one,0,0,0,0,38.9,38.9,0
647,cats,1860,capacity_factor_one,0,0,0,0,20,20,0
648,cats,1447,capacity_factor_one,0.12967323,34.8713767,118.435395,0,25,25,0
649,cats,1614,capacity_factor_one,0.25325,58.907,173.53,0,3,3,0
650,cats,1614,capacity_factor_one,0.25325,58.907,173.53,0,3,3,0
651,cats,394,capacity_factor_one,0.051140815,13.5022417,315.964182,0,1.2,1.2,0
652,cats,253,capacity_factor_one,0.061585448,13.6886988,303.385894,0,46,46,0
653,cats,1690,capacity_factor_one,0.134825912,11.6879263,241.314681,0,8.8,8.8,0
654,cats,1690,capacity_factor_one,0.134825912,11.6879263,241.314681,0,8.8,8.8,0
655,cats,1223,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.5,3.5,0
656,cats,1223,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.5,3.5,0
657,cats,1223,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.5,3.5,0
658,cats,1223,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.5,3.5,0
659,cats,467,capacity_factor_one,0.058760544,15.604003,102.705607,0,7.5,7.5,0
660,cats,467,capacity_factor_one,0.165626871,16.8255246,136.918444,0,22.5,22.5,0
661,cats,467,capacity_factor_one,0.058760544,15.604003,102.705607,0,19.3,19.3,0
662,cats,1384,capacity_factor_one,0.25325,58.907,173.53,0,24,24,0
663,cats,2234,capacity_factor_one,0.052644909,7.3428025,22.7651352,0,1.2,1.2,0
664,cats,8403,capacity_factor_one,0,0,0,0,43.4,43.4,0
665,cats,713,capacity_factor_one,0.094703922,22.409643,554.685123,0,2.5,2.5,0
666,cats,713,capacity_factor_one,0.094703922,22.409643,554.685123,0,2.5,2.5,0
667,cats,713,capacity_factor_one,0.094703922,22.409643,554.685123,0,2.5,2.5,0
668,cats,1533,capacity_factor_one,0.057836312,9.17539209,365.028494,0,24.4,24.4,0
669,cats,1533,capacity_factor_one,0.071315354,16.3717118,376.931232,0,7.6,7.6,0
670,cats,1920,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.4,3.4,0
671,cats,1920,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.4,3.4,0
672,cats,2196,capacity_factor_one,0.196394076,16.0912893,141.739131,0,24,24,0
673,cats,2196,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.4,3.4,0
674,cats,2196,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.4,3.4,0
675,cats,1674,capacity_factor_one,0.102541866,12.2346869,259.979857,0,31.4,31.4,0
676,cats,1674,capacity_factor_one,0.102541866,12.2346869,259.979857,0,31.4,31.4,0
677,cats,1674,capacity_factor_one,0.102541866,12.2346869,259.979857,0,31.4,31.4,0
678,cats,8680,capacity_factor_one,0,0,0,0,3.5,3.5,0
679,cats,8680,capacity_factor_one,0,0,0,0,4.2,4.2,0
680,cats,8680,capacity_factor_one,0,0,0,0,23.1,23.1,0
681,cats,8680,capacity_factor_one,0,0,0,0,3.7,3.7,0
682,cats,796,capacity_factor_one,0,0,0,0,3,3,0
683,cats,1681,capacity_factor_one,0,0,0,0,48,48,0
684,cats,1681,capacity_factor_one,0,0,0,0,40.5,40.5,0
685,cats,1600,capacity_factor_one,0.25325,58.907,173.53,0,1,1,0
686,cats,1600,capacity_factor_one,0.25325,58.907,173.53,0,1,1,0
687,cats,1600,capacity_factor_one,0.25325,58.907,173.53,0,1,1,0
688,cats,2136,capacity_factor_one,0.229011049,7.93857786,167.188707,0,23,23,0
689,cats,2136,capacity_factor_one,0.084897942,16.3717118,326.812559,0,5.5,5.5,0
690,cats,1847,capacity_factor_one,0.191234446,8.45575669,240.823874,0,23.5,23.5,0
691,cats,1847,capacity_factor_one,0.076453688,16.3717118,356.995615,0,7.3,7.3,0
692,cats,1455,capacity_factor_one,0.169468784,8.51894613,247.166078,0,23.5,23.5,0
693,cats,1455,capacity_factor_one,0.071356362,16.3717118,360.175305,0,7.6,7.6,0
694,cats,653,capacity_factor_one,0.063515954,13.0832516,299.732541,0,38.9,38.9,0
695,cats,1292,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,4.2,4.2,0
696,cats,1123,capacity_factor_one,0.051140815,13.5022417,315.964182,0,5.3,5.3,0
697,cats,1576,capacity_factor_one,0,0,0,0,1.5,1.5,0
698,cats,1576,capacity_factor_one,0,0,0,0,1.5,1.5,0
699,cats,1333,capacity_factor_one,0.052644909,7.3428025,22.7651352,0,1,1,0
700,cats,1333,capacity_factor_one,0.052644909,7.3428025,22.7651352,0,0.4,0.4,0
701,cats,1333,capacity_factor_one,0.052644909,7.3428025,22.7651352,0,1.4,1.4,0
702,cats,1323,capacity_factor_one,0.058760544,15.604003,102.705607,0,4,4,0
703,cats,483,capacity_factor_one,0.058760544,15.604003,102.705607,0,5,5,0
704,cats,519,capacity_factor_one,0.052303032,16.3717118,479.744314,0,14.5,14.5,0
705,cats,519,capacity_factor_one,0.052303032,16.3717118,479.744314,0,14.5,14.5,0
706,cats,519,capacity_factor_one,0.052303032,16.3717118,479.744314,0,14,14,0
707,cats,253,capacity_factor_one,0.134825912,11.6879263,241.314681,0,6,6,0
708,cats,253,capacity_factor_one,0.134825912,11.6879263,241.314681,0,6,6,0
709,cats,1686,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.5,3.5,0
710,cats,1686,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.5,3.5,0
711,cats,1686,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.5,3.5,0
712,cats,1675,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.4,3.4,0
713,cats,1675,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.4,3.4,0
714,cats,253,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.4,3.4,0
715,cats,253,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.4,3.4,0
716,cats,112,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.4,3.4,0
717,cats,112,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.4,3.4,0
718,cats,8239,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.1,3.1,0
719,cats,8239,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.1,3.1,0
720,cats,8239,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.1,3.1,0
721,cats,8239,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.1,3.1,0
722,cats,1920,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.4,3.4,0
723,cats,1920,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.4,3.4,0
724,cats,1920,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.4,3.4,0
725,cats,1920,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.4,3.4,0
726,cats,539,capacity_factor_one,0.162064325,16.8488019,136.821325,0,21.4,21.4,0
727,cats,539,capacity_factor_one,0.162064325,16.8488019,136.821325,0,21.4,21.4,0
728,cats,714,capacity_factor_one,0.094703922,22.409643,554.685123,0,3,3,0
729,cats,714,capacity_factor_one,0.094703922,22.409643,554.685123,0,3,3,0
730,cats,714,capacity_factor_one,0.094703922,22.409643,554.685123,0,3,3,0
731,cats,714,capacity_factor_one,0.094703922,22.409643,554.685123,0,3,3,0
732,cats,714,capacity_factor_one,0.094703922,22.409643,554.685123,0,3,3,0
733,cats,714,capacity_factor_one,0.094703922,22.409643,554.685123,0,1,1,0
734,cats,1675,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.1,3.1,0
735,cats,1675,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.1,3.1,0
736,cats,1675,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.1,3.1,0
737,cats,1675,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.1,3.1,0
738,cats,1924,capacity_factor_one,0.196394076,16.0912893,141.739131,0,24.4,24.4,0
739,cats,1924,capacity_factor_one,0.196394076,16.0912893,141.739131,0,24.4,24.4,0
740,cats,1599,capacity_factor_one,0.014862244,9.34812416,1110.30224,0,62.6,62.6,0
741,cats,1599,capacity_factor_one,0.014862244,9.34812416,1110.30224,0,62.6,62.6,0
742,cats,1599,capacity_factor_one,0.077544248,16.3717118,351.664768,0,30.4,30.4,0
743,cats,1680,capacity_factor_one,0,0,0,0,29,29,0
744,cats,1936,capacity_factor_one,0,0,0,0,23.5,23.5,0
745,cats,1680,capacity_factor_one,0,0,0,0,22.5,22.5,0
746,cats,1557,capacity_factor_one,0.134825912,11.6879263,241.314681,0,9.2,9.2,0
747,cats,1557,capacity_factor_one,0.134825912,11.6879263,241.314681,0,10,10,0
748,cats,1557,capacity_factor_one,0.134825912,11.6879263,241.314681,0,10,10,0
749,cats,2203,capacity_factor_one,0,0,0,0,22,22,0
750,cats,1928,capacity_factor_one,0,0,0,0,18.4,18.4,0
751,cats,1931,capacity_factor_one,0,0,0,0,14.1,14.1,0
752,cats,1931,capacity_factor_one,0,0,0,0,21.2,21.2,0
753,cats,8593,capacity_factor_one,0,0,0,0,1.8,1.8,0
754,cats,1753,capacity_factor_one,0.052403255,14.6476945,281.665712,0,49,49,0
755,cats,465,capacity_factor_one,0.25325,58.907,173.53,0,6.8,6.8,0
756,cats,367,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,3.9,3.9,0
757,cats,367,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,1.1,1.1,0
758,cats,1717,capacity_factor_one,0,0,0,0,21.6,21.6,0
759,cats,1163,capacity_factor_one,0.060731098,34.4881771,244.513587,0,54,54,0
760,cats,446,capacity_factor_one,0.067573963,16.3717118,401.19412,0,0.3,0.3,0
761,cats,446,capacity_factor_one,0.052644909,7.3428025,22.7651352,0,0.6,0.6,0
762,cats,446,capacity_factor_one,0.052644909,7.3428025,22.7651352,0,0.6,0.6,0
763,cats,446,capacity_factor_one,0.052644909,7.3428025,22.7651352,0,1,1,0
764,cats,1932,capacity_factor_one,0,0,0,0,7.5,7.5,0
765,cats,1933,capacity_factor_one,0,0,0,0,3,3,0
766,cats,1989,capacity_factor_one,0,0,0,0,4.5,4.5,0
767,cats,1989,capacity_factor_one,0,0,0,0,0.1,0.1,0
768,cats,166,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,1.3,1.3,0
769,cats,1116,capacity_factor_one,0.052644909,7.3428025,22.7651352,0,0.8,0.8,0
770,cats,1116,capacity_factor_one,0.052644909,7.3428025,22.7651352,0,0.8,0.8,0
771,cats,1425,capacity_factor_one,0.116141127,14.8788144,23.3042834,0,20.1,20.1,0
772,cats,1668,capacity_factor_one,0.198443557,12.0279444,238.944546,0,27.7,27.7,0
773,cats,1675,capacity_factor_one,0.051140815,13.5022417,315.964182,0,5,5,0
774,cats,1937,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3,3,0
775,cats,1937,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3,3,0
776,cats,1703,capacity_factor_one,0.030580892,24.5037276,248.251086,0,10,10,0
777,cats,1703,capacity_factor_one,0.060402558,14.4848701,297.332701,0,58.5,58.5,0
778,cats,1783,capacity_factor_one,0,0,0,0,15.5,15.5,0
779,cats,1854,capacity_factor_one,0,0,0,0,49.5,49.5,0
780,cats,1887,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,2.7,2.7,0
781,cats,1887,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,2.7,2.7,0
782,cats,1887,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,0.5,0.5,0
783,cats,7649,capacity_factor_one,0.25325,58.907,173.53,0,0.6,0.6,0
784,cats,7649,capacity_factor_one,0.25325,58.907,173.53,0,0.6,0.6,0
785,cats,7649,capacity_factor_one,0.25325,58.907,173.53,0,0.6,0.6,0
786,cats,7649,capacity_factor_one,0.25325,58.907,173.53,0,0.6,0.6,0
787,cats,7649,capacity_factor_one,0.25325,58.907,173.53,0,0.4,0.4,0
788,cats,1680,capacity_factor_one,0,0,0,0,28.7,28.7,0
789,cats,1848,capacity_factor_one,0,0,0,0,9.1,9.1,0
790,cats,1848,capacity_factor_one,0,0,0,0,9.6,9.6,0
791,cats,6,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,4.9,4.9,0
792,cats,1857,capacity_factor_one,0,0,0,0,7.3,7.3,0
793,cats,2407,capacity_factor_one,0,0,0,0,5.5,5.5,0
794,cats,1857,capacity_factor_one,0,0,0,0,11.7,11.7,0
795,cats,295,capacity_factor_one,0,0,0,0,27.1,27.1,0
796,cats,1721,capacity_factor_one,0,0,0,0,52,52,0
797,cats,1721,capacity_factor_one,0,0,0,0,7,7,0
798,cats,1721,capacity_factor_one,0,0,0,0,3.5,3.5,0
799,cats,1721,capacity_factor_one,0,0,0,0,19,19,0
800,cats,1519,capacity_factor_one,0.095998499,8.86336251,572.947107,0,41.2,41.2,0
801,cats,1519,capacity_factor_one,0.046413372,16.3163742,586.464464,0,10.2,10.2,0
802,cats,1932,capacity_factor_one,0,0,0,0,6.5,6.5,0
803,cats,1927,capacity_factor_one,0,0,0,0,8.3,8.3,0
804,cats,1927,capacity_factor_one,0,0,0,0,13.6,13.6,0
805,cats,1592,capacity_factor_one,0.12511162,7.95071277,460.953869,0,40,40,0
806,cats,1592,capacity_factor_one,0.12511162,7.95071277,460.953869,0,40,40,0
807,cats,1592,capacity_factor_one,0.109264827,16.3717119,243.095114,0,20,20,0
808,cats,1933,capacity_factor_one,0,0,0,0,46.8,46.8,0
809,cats,1096,capacity_factor_one,0.051140815,13.5022417,315.964182,0,2.6,2.6,0
810,cats,636,capacity_factor_one,0.094703922,22.409643,554.685123,0,0.6,0.6,0
811,cats,636,capacity_factor_one,0.094703922,22.409643,554.685123,0,0.6,0.6,0
812,cats,636,capacity_factor_one,0.094703922,22.409643,554.685123,0,0.6,0.6,0
813,cats,1707,capacity_factor_one,0,0,0,0,47.5,47.5,0
814,cats,2117,capacity_factor_one,0.007556471,13.3147797,572.658144,0,247.4,247.4,0
815,cats,1086,capacity_factor_one,0.25325,58.907,173.53,0,1.6,1.6,0
816,cats,1086,capacity_factor_one,0.25325,58.907,173.53,0,1.6,1.6,0
817,cats,1086,capacity_factor_one,0.25325,58.907,173.53,0,1.6,1.6,0
818,cats,1086,capacity_factor_one,0.25325,58.907,173.53,0,1.6,1.6,0
819,cats,1389,capacity_factor_one,0.027579692,13.918461,800.556711,0,212,212,0
820,cats,1389,capacity_factor_one,0.027579692,13.918461,800.556711,0,212,212,0
821,cats,1389,capacity_factor_one,0.027579692,13.918461,800.556711,0,212,212,0
822,cats,282,capacity_factor_one,0.000678007,13.8353416,749.289673,0,300,300,0
823,cats,282,capacity_factor_one,0.000678007,13.8353416,749.289673,0,300,300,0
824,cats,282,capacity_factor_one,0.000678007,13.8353416,749.289673,0,300,300,0
825,cats,282,capacity_factor_one,0.000678007,13.8353416,749.289673,0,300,300,0
826,cats,8018,capacity_factor_one,0.25325,58.907,173.53,0,3,3,0
827,cats,1937,capacity_factor_one,0.019216809,13.5099476,1006.75797,0,270,270,0
828,cats,1937,capacity_factor_one,0.008673215,9.86331009,2388.58059,0,167.7,167.7,0
829,cats,1937,capacity_factor_one,0.008673215,9.86331009,2388.58059,0,167.7,167.7,0
830,cats,631,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3,3,0
831,cats,631,capacity_factor_one,0.051140815,13.5022417,315.964182,0,3.2,3.2,0
832,cats,1589,capacity_factor_one,0.028192924,12.4652175,2323.40845,0,198.9,198.9,0
833,cats,1589,capacity_factor_one,0.028192924,12.4652175,2323.40845,0,198.9,198.9,0
834,cats,1589,capacity_factor_one,0.018524284,13.518512,1034.53204,0,280.5,280.5,0
835,cats,8185,capacity_factor_one,0.030319165,10.3999001,1377.47488,0,182,182,0
836,cats,8185,capacity_factor_one,0.030319165,10.3999001,1377.47488,0,182,182,0
837,cats,8185,capacity_factor_one,0.023566128,13.4674672,859.213833,0,227,227,0
838,cats,8003,capacity_factor_one,0.028049524,12.495568,2409.83066,0,198.9,198.9,0
839,cats,8003,capacity_factor_one,0.028049524,12.495568,2409.83066,0,198.9,198.9,0
840,cats,8003,capacity_factor_one,0.005911575,16.7982446,841.870428,0,290.7,290.7,0
841,cats,1820,capacity_factor_one,0.027652759,12.4436279,2297.80403,0,200,200,0
842,cats,1820,capacity_factor_one,0.027652759,12.4436279,2297.80403,0,200,200,0
843,cats,1820,capacity_factor_one,0.022407122,13.4801274,894.71564,0,235,235,0
844,cats,2406,capacity_factor_one,0,0,0,0,16.5,16.5,0
845,cats,1671,capacity_factor_one,0.027655331,12.5488628,2499.46439,0,199,199,0
846,cats,1671,capacity_factor_one,0.027655331,12.5488628,2499.46439,0,199,199,0
847,cats,1671,capacity_factor_one,0.023718732,13.4670144,856.628186,0,225,225,0
848,cats,8704,capacity_factor_one,0.063204578,14.2909326,300.146233,0,60.5,60.5,0
849,cats,8461,capacity_factor_one,0.063222106,14.2855789,300.276944,0,60.5,60.5,0
850,cats,1050,capacity_factor_one,0.063590107,14.2689682,300.533608,0,60.5,60.5,0
851,cats,8752,capacity_factor_one,0.060386711,14.4862688,297.176706,0,58.9,58.9,0
852,cats,1834,capacity_factor_one,0.016403498,9.89195883,1941.15289,0,173,173,0
853,cats,1834,capacity_factor_one,0.016403498,9.89195883,1941.15289,0,173,173,0
854,cats,1834,capacity_factor_one,0.016403498,9.89195883,1941.15289,0,173,173,0
855,cats,1834,capacity_factor_one,0.004753976,16.8398727,935.708322,0,333,333,0
856,cats,8838,capacity_factor_one,0.05553775,14.5121503,283.415806,0,49.9,49.9,0
857,cats,1881,capacity_factor_one,0.089544429,12.4163432,312.991306,0,44,44,0
858,cats,1858,capacity_factor_one,0.054250157,14.5490693,282.759749,0,49.9,49.9,0
859,cats,1858,capacity_factor_one,0.054250157,14.5490693,282.759749,0,49.9,49.9,0
860,cats,1858,capacity_factor_one,0.054250157,14.5490693,282.759749,0,49.9,49.9,0
861,cats,1882,capacity_factor_one,0.054457261,14.5487374,282.853676,0,49.9,49.9,0
862,cats,1882,capacity_factor_one,0.054457261,14.5487374,282.853676,0,49.9,49.9,0
863,cats,8774,capacity_factor_one,0.046668863,15.5533405,110.850758,0,31.9,31.9,0
864,cats,2039,capacity_factor_one,0.25325,58.907,173.53,0,0.9,0.9,0
865,cats,2039,capacity_factor_one,0.25325,58.907,173.53,0,0.9,0.9,0
866,cats,2039,capacity_factor_one,0.25325,58.907,173.53,0,0.9,0.9,0
867,cats,2039,capacity_factor_one,0.25325,58.907,173.53,0,0.9,0.9,0
868,cats,2209,capacity_factor_one,0.25325,58.907,173.53,0,3,3,0
869,cats,1784,capacity_factor_one,0.06908418,13.8372471,289.246081,0,47,47,0
870,cats,8032,capacity_factor_one,0.062670627,13.9470129,288.671124,0,47,47,0
871,cats,1785,capacity_factor_one,0.056235806,14.024371,288.666409,0,47,47,0
872,cats,220,capacity_factor_one,0.009868153,9.86947683,2334.13617,0,168,168,0
873,cats,220,capacity_factor_one,0.009868153,9.86947683,2334.13617,0,168,168,0
874,cats,220,capacity_factor_one,0.009868153,9.86947683,2334.13617,0,168,168,0
875,cats,220,capacity_factor_one,0.02869467,13.6246886,700.179033,0,185,185,0
876,cats,220,capacity_factor_one,0.022893466,15.5762676,1051.6882,0,90,90,0
877,cats,1975,capacity_factor_one,0.06221884,13.6908428,301.625885,0,46.1,46.1,0
878,cats,1975,capacity_factor_one,0.06221884,13.6908428,301.625885,0,46.1,46.1,0
879,cats,1855,capacity_factor_one,0,0,0,0,22.2,22.2,0
880,cats,1855,capacity_factor_one,0,0,0,0,42.6,42.6,0
881,cats,2300,capacity_factor_one,0.023001417,13.471932,874.243191,0,126.1,126.1,0
882,cats,2300,capacity_factor_one,0.030947744,13.5754577,314.917371,0,45,45,0
883,cats,2300,capacity_factor_one,0.030947744,13.5754577,314.917371,0,45,45,0
884,cats,2300,capacity_factor_one,0.030947744,13.5754577,314.917371,0,45,45,0
885,cats,2300,capacity_factor_one,0.030947744,13.5754577,314.917371,0,45,45,0
886,cats,7707,capacity_factor_one,0.052471072,14.6257853,281.807954,0,49,49,0
887,cats,7707,capacity_factor_one,0.052471072,14.6257853,281.807954,0,49,49,0
888,cats,1821,capacity_factor_one,0.031200435,13.5866207,314.719718,0,45,45,0
889,cats,1821,capacity_factor_one,0.031200435,13.5866207,314.719718,0,45,45,0
890,cats,1821,capacity_factor_one,0.031200435,13.5866207,314.719718,0,45,45,0
891,cats,1326,capacity_factor_one,0.056610378,14.5098437,284.095812,0,51,51,0
892,cats,1330,capacity_factor_one,0.051498059,14.2690889,284.310681,0,47,47,0
893,cats,8461,capacity_factor_one,0.054704926,14.5339309,282.862974,0,49.9,49.9,0
894,cats,1797,capacity_factor_one,0.009868153,9.86947683,2334.13617,0,167.3,167.3,0
895,cats,1797,capacity_factor_one,0.022901976,14.9796099,510.34978,0,84.4,84.4,0
896,cats,1797,capacity_factor_one,0.022901976,14.9796099,510.34978,0,84.4,84.4,0
897,cats,7698,capacity_factor_one,0.025931614,13.5372642,318.861829,0,11.2,11.2,0
898,cats,7698,capacity_factor_one,0.025931614,13.5372642,318.861829,0,11.2,11.2,0
899,cats,7698,capacity_factor_one,0.025931614,13.5372642,318.861829,0,11.2,11.2,0
900,cats,7698,capacity_factor_one,0.025931614,13.5372642,318.861829,0,11.2,11.2,0
901,cats,7698,capacity_factor_one,0.025931614,13.5372642,318.861829,0,11.2,11.2,0
902,cats,7698,capacity_factor_one,0.025931614,13.5372642,318.861829,0,11.2,11.2,0
903,cats,7698,capacity_factor_one,0.025931614,13.5372642,318.861829,0,11.2,11.2,0
904,cats,7698,capacity_factor_one,0.025931614,13.5372642,318.861829,0,11.2,11.2,0
905,cats,1844,capacity_factor_one,0.064041704,14.2331099,300.659481,0,60.5,60.5,0
906,cats,1596,capacity_factor_one,0.04789175,14.4849898,284.202107,0,47,47,0
907,cats,2044,capacity_factor_one,0,0,0,0,58.3,58.3,0
908,cats,2332,capacity_factor_one,0,0,0,0,11.5,11.5,0
909,cats,8752,capacity_factor_one,0.008057377,9.85547484,2421.88088,0,165,165,0
910,cats,8752,capacity_factor_one,0.008057377,9.85547484,2421.88088,0,165,165,0
911,cats,8752,capacity_factor_one,0.023001417,13.471932,874.243191,0,229,229,0
912,cats,1864,capacity_factor_one,0,0,0,0,41,41,0
913,cats,1852,capacity_factor_one,0,0,0,0,61.5,61.5,0
914,cats,1239,capacity_factor_one,0.023999937,9.4610491,985.970697,0,50,50,0
915,cats,1239,capacity_factor_one,0.023999937,9.4610491,985.970697,0,50,50,0
916,cats,1239,capacity_factor_one,0.04427196,16.3114786,601.515173,0,54,54,0
917,cats,552,capacity_factor_one,0.134825912,11.6879263,241.314681,0,5.9,5.9,0
918,cats,552,capacity_factor_one,0.134825912,11.6879263,241.314681,0,5.9,5.9,0
919,cats,552,capacity_factor_one,0.112432947,8.15261569,476.575454,0,40,40,0
920,cats,552,capacity_factor_one,0.112432947,8.15261569,476.575454,0,40,40,0
921,cats,552,capacity_factor_one,0.047821375,16.3717119,575.36097,0,50,50,0
922,cats,1694,capacity_factor_one,0.027768316,12.5075294,2412.81753,0,198.9,198.9,0
923,cats,1694,capacity_factor_one,0.028668281,13.5748531,708.274969,0,188.7,188.7,0
924,cats,2217,capacity_factor_one,0.059153298,14.4953196,290.844586,0,57.4,57.4,0
925,cats,8535,capacity_factor_one,0,0,0,0,145.8,145.8,0
926,cats,8535,capacity_factor_one,0,0,0,0,16.2,16.2,0
927,cats,1806,capacity_factor_one,0.05419084,9.36133114,1214.01557,0,94.9,94.9,0
928,cats,1806,capacity_factor_one,0.05419084,9.36133114,1214.01557,0,94.9,94.9,0
929,cats,1806,capacity_factor_one,0.019830163,15.4487339,1271.58487,0,110.8,110.8,0
930,cats,1236,capacity_factor_one,0.0606654,6.603144,23.06084,0,2.8,2.8,0
931,cats,1236,capacity_factor_one,0.0606654,6.603144,23.06084,0,2.8,2.8,0
932,cats,1236,capacity_factor_one,0.0606654,6.603144,23.06084,0,2.8,2.8,0
933,cats,698,capacity_factor_one,0.109264827,16.3717119,243.095114,0,4,4,0
934,cats,698,capacity_factor_one,0.109264827,16.3717119,243.095114,0,3.7,3.7,0
935,cats,698,capacity_factor_one,0.109264827,16.3717119,243.095114,0,0.3,0.3,0
936,cats,1853,capacity_factor_one,0,0,0,0,22.4,22.4,0
937,cats,1458,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,1,1,0
938,cats,1791,capacity_factor_one,0.094703922,22.409643,554.685123,0,1,1,0
939,cats,1791,capacity_factor_one,0.094703922,22.409643,554.685123,0,1,1,0
940,cats,1791,capacity_factor_one,0.094703922,22.409643,554.685123,0,1,1,0
941,cats,1861,capacity_factor_one,0.05553775,14.5121503,283.415806,0,50,50,0
942,cats,1861,capacity_factor_one,0.05553775,14.5121503,283.415806,0,50,50,0
943,cats,1861,capacity_factor_one,0.047509495,14.9064255,279.439595,0,48,48,0
944,cats,1861,capacity_factor_one,0.047509495,14.9064255,279.439595,0,48,48,0
945,cats,1859,capacity_factor_one,0.051140815,13.5022417,315.964182,0,10,10,0
946,cats,1859,capacity_factor_one,0.051140815,13.5022417,315.964182,0,10,10,0
947,cats,1859,capacity_factor_one,0.051140815,13.5022417,315.964182,0,10,10,0
948,cats,1859,capacity_factor_one,0.051140815,13.5022417,315.964182,0,10,10,0
949,cats,1399,capacity_factor_one,0.0606654,6.603144,23.06084,0,2.9,2.9,0
950,cats,1399,capacity_factor_one,0.0606654,6.603144,23.06084,0,2.9,2.9,0
951,cats,1399,capacity_factor_one,0.0606654,6.603144,23.06084,0,2.9,2.9,0
952,cats,1399,capacity_factor_one,0.0606654,6.603144,23.06084,0,2.9,2.9,0
953,cats,1399,capacity_factor_one,0.0606654,6.603144,23.06084,0,2.9,2.9,0
954,cats,1399,capacity_factor_one,0.0606654,6.603144,23.06084,0,2.9,2.9,0
955,cats,1399,capacity_factor_one,0.0606654,6.603144,23.06084,0,2.9,2.9,0
956,cats,1399,capacity_factor_one,0.0606654,6.603144,23.06084,0,2.9,2.9,0
957,cats,1399,capacity_factor_one,0.0606654,6.603144,23.06084,0,2.9,2.9,0
